name,latitude,longitude,amenity,highway,
Maahi Dhaba,18.5827901,73.7392528,restaurant,,
HelloWorld Embassy.,18.584953,73.7403353,,,
Reliance Smart Superstore.,18.594223,73.759654,,,
Wakad Police Chowky,18.5920496,73.75756,police,,
Shaurya Nursery.,18.5901223,73.7568422,,,
Kaspte Bharat Gas Agency,18.5917027,73.7561869,fuel,,
Toastt,18.5919697,73.7478542,restaurant,,
Captain Coffee.,18.5207406,73.8557679,cafe,,
The Community Table.,18.5919522,73.7480142,restaurant,,
Sudamache Pohe,18.520062,73.8562912,restaurant,,
MSRTC ST Pune Sation Bus Stand.,18.5281331,73.8722527,bus_station,,
Getfit Fitness and Health Solutions,18.6030951,73.8166724,,,
Pihu Kitchen,18.60264,73.8162862,fast_food,,
Tito's Pune,18.6036667,73.8180576,restaurant,,
Hotel Aamantran beer bar & restaurant,18.6026273,73.8167019,restaurant,,
G2 LAWNS,18.6047723,73.8223263,,,
Kand Clinic,18.6033572,73.8244802,hospital,,
Dakshin Mukhi Hanuman Mandir,18.6033032,73.8233561,place_of_worship,,
Lawn Tennis court,18.5983042,73.8203856,,,
PCMC Hospital,18.6023463,73.8251725,hospital,,
Hotel Shilpa (Gavran),18.6018506,73.8259594,restaurant,,
DTDC international courier service,18.5998658,73.8180506,post_office,,
MedPlus Pimple Gurav,18.6002143,73.8175402,,,
Joshi's Snacks Center,18.6003593,73.8175407,restaurant,,
Ignite Restro & Lounge,18.5991882,73.8178154,restaurant,,
Maharashtra colony Ganesh temple,18.6013714,73.8145383,place_of_worship,,
Tara Sofosh Dhadphale Centre,18.6016383,73.812798,childcare,,
"Ruby Hall Clinic, Hinjawadi, Pune",18.5924771,73.733877,hospital,,
Dominoes,18.6019875,73.8156198,restaurant,,
Kokan Spice Family Restaurant,18.6006823,73.8136356,restaurant,,
Elegance Costumes,18.6002034,73.8125079,,,
GARVE BAJAJ Pimple gurav - Garve Automobiles Pvt. Ltd,18.6019408,73.8155859,,,
Patient Health Care,18.6002121,73.8127606,,,
OM super market,18.6018591,73.815247,marketplace,,
M CAR CARE: Best Car Accessories Dealer Shop Store,18.5918258,73.7559292,,,
Disciples Community Church (Hinjewadi Fellowship),18.6018578,73.7475009,place_of_worship,,
Mauli tailor,18.6026079,73.7486997,,,
Ramesh Hardware & Electricals,18.6039083,73.7508342,,,
Shreya Cricket Academy,18.6020502,73.7469271,,,
Abhi Car Decor And Seat Cover,18.6021629,73.7479696,,,
Abhinav traders,18.6021044,73.7464103,,,
Sai Fruit And Vegetables Center,18.6024128,73.7452069,,,
Parth Colour World,18.6008893,73.7455216,,,
Icon Tower,18.6009418,73.7459472,,,
Digital print,18.5973696,73.7634659,,,
आईजी सुपर मार्केट,18.5982647,73.7650859,,,
Balaji PG,18.5982562,73.764358,,,
G R B pet clinic,18.5978993,73.7648382,veterinary,,
Apapa Idali Dosa Center,18.6125864,73.762636,,,
Shreepad Wadewale,18.6122855,73.7622472,restaurant,,
New Pawar Hair Salon,18.6121623,73.7631079,,,
The Cakery,18.6003918,73.8167896,fast_food,,
Shiv Temple,18.6100554,73.7636735,place_of_worship,,
OXYGYM and fitness centre,18.6142734,73.7645733,,,
Annapurna pure veg restaurant,18.6121132,73.7632678,restaurant,,
Hobbit,18.5984873,73.7649554,restaurant,,
Chirayu hospital,18.5981183,73.7639672,hospital,,
Mauli PG,18.5978008,73.7646377,,,
Gurudatta PG,18.5979409,73.7643817,,,
Om Shiv Sai PG,18.5979393,73.7642128,,,
HOUSE OF VEG,18.4986335,73.8333255,restaurant,,
O Hotel Pune,18.5398003,73.8877419,,,
Chandrama Bar,18.5411637,73.8856861,bar,,
Spandant,18.5910054,73.7734779,dentist,,
Head office,18.5909288,73.7734753,,,
हरी ॐ ज्यूस बार,18.5909564,73.7734764,fast_food,,
बालाजी सुपरमार्केट,18.6108208,73.7771266,,,
Ambika Electricals,18.5886246,73.7819672,,,
तांबडा पांढरा,18.6117424,73.7835727,restaurant,,
Shanti juniors,18.596821,73.7645097,kindergarten,,
Zad studio,18.5967983,73.7639881,,,
साई दर्शिनी कॅफे,18.5962825,73.7640001,cafe,,
Snehalay,18.5962855,73.7640688,kindergarten,,
Old Mumbai ice cream,18.5962618,73.7638982,ice_cream,,
Punjabi dairy,18.5974287,73.7634664,,,
R K banquet,18.5957745,73.789283,events_venue,,
Mad over donuts,18.59627,73.7889271,fast_food,,
Habibs,18.595902,73.7883659,,,
Mangesha’Z,18.5960521,73.7883398,,,
Baskin-Robbins,18.5964749,73.789088,ice_cream,,
Titan world,18.5966026,73.7892085,,,
Crazy heels,18.5966426,73.78925,,,
Pari computers,18.596681,73.7892664,,,
Foto arts,18.5970172,73.7895777,,,
Holiday,18.5970674,73.7896423,,,
Thorat’s barbecue misal,18.5971545,73.7897971,fast_food,,
ASG eye hospital,18.5967134,73.7904165,hospital,,
अन्या स्पा,18.5954148,73.7870939,,,
Laptop Store,18.5959256,73.7893372,,,
Rajmata Jijau Vegetable Market,18.597803,73.9050545,marketplace,,
White Shine Multispeciality Dental Clinic,18.5755375,73.9069211,hospital,,
Pink castle,18.5983779,73.7682542,,,
Yusuf Mirajkar,18.5883749,73.7799054,,,
अस्सल अमरावती,18.5879083,73.7798491,restaurant,,
Electrix,18.5877595,73.7799362,,,
Laxmi super market,18.4887563,73.7945247,,,
Kulkarni's Kitchen,18.4429516,73.7859859,restaurant,,
Craze English Medium School,18.4428063,73.7859013,school,,
Dava Point,18.501187,73.7475101,,,
माणकेश्वरी शेती सेवा,18.5922971,73.76449,,,
The brown elephant,18.5897935,73.7749948,,,
Manish Gift and Pooja ghar,18.5922352,73.7826158,,,
Ola electric,18.6121952,73.7840068,,,
Kunal,18.6108571,73.7836157,restaurant,,
Green Sunrise Hill,18.5845809,74.0094826,,,
Ather,18.5911227,73.7673825,,,
Ravi Park,18.4937965,73.898579,,,
Parmar Park,18.4942434,73.8996812,,,
Sumit nursery,18.5932329,73.7686188,,,
Prime medical and general store,18.5904392,73.7406887,pharmacy,,
Quik Fizzy Mocktail Bar,18.5103035,73.9416095,bar,,
Kiosk Kaffee,18.5605667,73.8050006,cafe,,
Shri shambolingeshwar grocery store,18.5309588,73.9948936,,,
Datta mandir,18.6233959,73.7730804,place_of_worship,,
Park Sadhana Society,18.5014087,73.9452503,,,
Krushnai Veg,18.5003526,73.9446657,restaurant,,
Sutar,18.6002735,73.753577,,,
Volkswagen,18.5990851,73.7538908,,,
Bella Vida,18.5957198,73.7698244,,,
Dr.Harshal Nemade,18.5602674,73.8093885,clinic,,
Vedacare Ayurveda & Panchakarma Clinic,18.5602336,73.8093752,clinic,,
Vitthal Temple,18.5789905,73.8726431,place_of_worship,,
Petrol Stations,18.5773606,73.8763027,fuel,,
Power Factory,18.6139138,73.7640703,,,
Area 51 Sports arena,18.5970403,73.7344876,,,
Magic Bottle Cafe,18.5854264,73.7410426,restaurant,,
Mahi Dhaba,18.5827075,73.7397323,,,
JaiHind Hospital,18.6237191,73.851652,hospital,,
MadyMade Pizza,18.5776151,73.8156096,cafe,,
shri Hanuman temple,18.6076201,73.765163,place_of_worship,,
swami samarth datta mandir,18.5838166,73.7349069,place_of_worship,,
"I2IT,Hostel",18.5847436,73.7360233,,,
swa rashtra,18.5844788,73.7311584,,,
The Spirit Cafe and Bar,18.5796451,73.735945,pub,,
isquareit girls hostel (Mithila hostel),18.5841405,73.7362529,,,
Tanjore Coffee House,18.5896451,73.7385017,restaurant,,
Royal Urban Cafe,18.5872555,73.7384464,cafe,,
shivas fitness club,18.5877327,73.7386693,,,
Mystic Cafe,18.5666875,73.7344863,cafe,,
Shree Inn,18.5883877,73.7412591,,,
Tadkaa House,18.5863088,73.7384466,restaurant,,
V Mart,18.681519,73.8664684,,,
Ashoka Hotel,18.5852287,73.8224215,restaurant,,
Wrestle fit,18.6776221,73.8642856,,,
Auto Scope Cars Pvt Ltd,18.5942905,73.747785,,,
Classio Reasturant,18.6793019,73.8559774,restaurant,,
Sagar Aquaguard,18.5883047,73.7414092,,,
Hotel Gaonkari,18.5847052,73.7312659,restaurant,,
Madhavas pavbhaji,18.6298176,73.7815701,fast_food,,
St Thomas  Church,18.5826481,73.8241718,place_of_worship,,
The Chai Bar Cafe,18.5781331,73.7364912,cafe,,
Katraj Junction,18.4508437,73.8578188,restaurant,,
F3 Turf,18.6423981,73.754996,,,
Freshpress Cafe,18.6422431,73.7550882,cafe,,
Goodluck family restaurant,18.6784696,73.8587105,restaurant,,
Dy Patil Sports Ground,18.6474904,73.7586454,,,
Shri Bhairavnath Secondary and Higher Secondary School,18.6315671,73.8482182,school,,
Keskar Hospital building,18.6694064,73.8020376,clinic,,
Shri Bhairavnath Junior College,18.6311902,73.8480258,college,,
Netaji Badminton Court,18.6517974,73.765924,,,
Lucky Bakery,18.6195384,73.7965925,,,
Jawed Habib,18.579842,73.7358739,,,
Ahire Garden,18.6312978,73.763917,events_venue,,
Rajnandini Indane Gas,18.5955206,73.7297851,,,
Nana Shri Hotel,18.6107793,73.7922832,,,
Malhar Pan Shop,18.6122573,73.7845704,,,
Rajashri Shahu Bank,18.464428,73.8578646,bank,,
Cafe Destination,18.6482345,73.7658575,cafe,,
Hotel Haveli,18.6344931,73.8493801,,,
Mahadev Hotel,18.578382,73.7364578,restaurant,,
Venky's Chicken Xperience,18.5740994,73.7390218,restaurant,,
Delhi Chat,18.5816936,73.8162783,cafe,,
Madrasi Raja,18.5782134,73.7364791,restaurant,,
Hotel Amantran,18.5787728,73.8157037,restaurant,,
Thomson,18.5786105,73.8156904,restaurant,,
I2IT Food Court,18.5844377,73.7365804,food_court,,
I2IT Academic Building,18.584728,73.7375623,college,,
Sangvi Police Station,18.5785932,73.8156391,police,,
Mother's Kitchen,18.5790255,73.7362399,restaurant,,
Royal Chemist,18.5794532,73.7360026,pharmacy,,
SPG International School,18.6259149,73.8628498,school,,
Aarusha Homes,18.5842739,73.7383583,,,
कलाश्री संगीत विद्यालय,18.581598,73.7837372,music_school,,
Credent dental clinic,18.5816123,73.7837698,dentist,,
Om fashion,18.5996052,73.7747874,,,
प्रतिमा,18.5996407,73.7748004,,,
प्रांजल फॅशन,18.5996786,73.7748213,,,
परमार फॅशन,18.5996992,73.7748326,,,
रामदेव बाबा,18.5994891,73.7750596,restaurant,,
Pet club,18.599608,73.7751234,,,
Anurup beauty salon,18.5996403,73.7751314,,,
RV Decor,18.5997423,73.7751818,,,
Kitchen maker,18.5993194,73.7749894,,,
Zeno health,18.5993735,73.7749979,,,
Shree Ganesh collection,18.5997174,73.7748483,,,
सहेली शॉपी,18.5997341,73.7748572,,,
लावी,18.5997493,73.774865,,,
Bodke cycles,18.6069374,73.7794779,,,
Kleiden,18.5436608,73.7856157,,,
महादेव,18.5776827,73.8194793,,,
Exit,18.4908489,73.8281764,,,
दगडू पाटील नगर,18.6118337,73.7780106,,,
Siya Girls' Hostel,18.5102342,73.7931052,,,
Jumpstart,18.5940955,73.7906642,kindergarten,,
कॉपीलिंक डिजिटल,18.594277,73.7896462,,,
ICEANO natural ice cream,18.5942957,73.7895887,ice_cream,,
A taste of Indore,18.5945934,73.7890693,fast_food,,
Krishna bakery,18.5946192,73.7890008,,,
Petal touch,18.5945252,73.7897222,,,
गणेश भेळ,18.5949014,73.7890575,fast_food,,
Mart appliance,18.5949346,73.7889971,,,
थिओब्रोमा,18.5949463,73.7889734,,,
Smart kids,18.5948783,73.7890852,,,
Fab India,18.5577187,73.8094892,,,
Gawande Cakes and Stationary,18.5480983,73.7305903,,,
Ubale Cake Corner,18.5493739,73.7289172,,,
Shivaay Family Restaurant,18.5459338,73.7311724,restaurant,,
बालाजी वरायटीज,18.6108719,73.7772044,,,
माऊली सुपर मार्केट,18.5892204,73.7617487,,,
महाबुद्ध विहार चौक,18.58929,73.7616733,,,
शिव हार्डवेअर,18.5896561,73.7608472,,,
Rohan Viti,18.5911541,73.7617966,,,
साई मोटर्स,18.6159125,73.7694636,,,
जगदंब ऑटोमोबाईल्स,18.6159575,73.7694429,,,
Shivangi Nursery,18.6160803,73.7693345,,,
Rose bakery,18.6165281,73.7689368,,,
शिवशक्ती स्विट्स,18.6165938,73.7686789,,,
Clorrr tailors,18.6165142,73.7689783,,,
Noble medico,18.6161622,73.7696372,,,
Out of Hell,18.6464664,73.765721,restaurant,,
Habibs Hair & Beauty,18.577493,74.0034086,,,
Irani cafe,18.5945954,73.7594696,cafe,,
Silver Sports Club,18.5937675,73.7587252,,,
Pepperfry.com,18.5926302,73.7599918,,,
Sea food,18.5969538,73.7687064,fast_food,,
The crazy taco,18.5968874,73.768705,fast_food,,
अंडा वंडा,18.5968885,73.7687506,fast_food,,
Slice factory,18.5968889,73.7687707,fast_food,,
Burgerita,18.5968895,73.7687931,fast_food,,
Mighty momos,18.59689,73.7688172,fast_food,,
Asian panda,18.5968906,73.7688398,fast_food,,
Charcoal chiken,18.5968912,73.7688646,fast_food,,
Global Shawarma,18.5968922,73.7689072,fast_food,,
D for dosa,18.5968927,73.7689284,fast_food,,
Swami's Pav Bhaji,18.5968933,73.7689542,fast_food,,
North Indies,18.5968939,73.768979,fast_food,,
Nectar & nature,18.5968944,73.7690021,fast_food,,
The curry leaf,18.596895,73.7690256,fast_food,,
Rolls N sandwich,18.5968955,73.7690474,fast_food,,
Just chaap,18.5968961,73.7690718,fast_food,,
Caffeine addict,18.5968966,73.7690939,fast_food,,
Kranti Bhel,18.5969814,73.768989,fast_food,,
Chilled affair,18.5969822,73.7690138,ice_cream,,
आपला अड्डा,18.5969829,73.7690379,fast_food,,
Misal house,18.5969837,73.7690634,fast_food,,
गोल्डन टी अँड कॉफी,18.5969843,73.7690852,fast_food,,
कारगिल,18.5983015,73.7698149,,,
जय भवानी,18.5983214,73.7698156,,,
Leafy green cafe,18.5945537,73.7688268,cafe,,
Indrayani pure veg,18.6994135,73.6974735,restaurant,,
राज एंटरप्राईजेस,18.5909955,73.7847655,,,
वैष्णवी ब्यूटी पार्लर,18.5910286,73.7847092,,,
Gifts greetings,18.5866621,73.7367622,,,
DTDC,18.5866891,73.7367253,post_office,,
Sponge n Creams,18.5867266,73.7366806,,,
Uprise Clinic,18.5198269,73.9327096,clinic,,
Euro kids,18.5828637,73.6831698,kindergarten,,
Latest Furniture,18.5894349,73.9086371,,,
Kaapse lawns,18.6016437,73.7904996,events_venue,,
Eknath Mangal Karyalay,18.5178905,73.8588289,community_centre,,
Daily Bites,18.5929263,73.7999191,cafe,,
Lassi Corner,18.5929187,73.800028,fast_food,,
Samartha Dudh Dairy,18.5913045,73.7395592,,,
हनुमान शंकर देऊळ,18.6023388,73.7076168,place_of_worship,,
Padmabhushan Chauk,18.5944567,73.7287818,,,
Balakrishna Dental Care,18.4810849,73.8625583,clinic,,
Vikrant wines,18.6099368,73.7827495,,,
रत्न अमृततुल्य,18.5455128,73.6681702,cafe,,
मेघराज स्नॅक्स,18.5455005,73.66813,fast_food,,
Sahana,18.5165134,73.8794275,restaurant,,
श्री न्यू बालाजी मार्केट,18.4868832,73.8989554,,,
Bhavnagar dry fruits,18.4872532,73.8987267,,,
PNG brothers,18.4858404,73.8885805,,,
Up south,18.5654873,73.8072367,restaurant,,
Chai High,18.4650359,73.8339481,cafe,,
Sandwich con,18.5946609,73.7688963,fast_food,,
Baramati Agro,18.6129252,73.777554,,,
Natural vegetables,18.6144388,73.7780073,,,
शिवमुद्रा,18.6144152,73.779584,,,
Hatti,18.6145506,73.780584,,,
open gym,18.6143391,73.7798468,,,
Deep automobile,18.6132728,73.7868165,,,
K K medical,18.6131437,73.7881664,pharmacy,,
Spinny,18.5884818,73.7514808,,,
Jagdamb misal,18.5739739,73.6856136,fast_food,,
Chetak,18.5918613,73.7731713,,,
विठ्ठल रुखमिणी देऊळ,18.5735262,73.6822617,place_of_worship,,
Executive Tamanna,18.5857369,73.7349768,,,
HDFC,18.6009253,73.7754562,bank,,
IndusInd bank,18.6007117,73.7753464,bank,,
Sri Murlidhar Veg Thali,18.5145809,73.845534,restaurant,,
Jag Hastha Kala,18.5005313,73.7303376,,,
Lucky stationery,18.5962817,73.7724708,,,
मोरया कार केअर अँड वॅश,18.619994,73.7761208,car_wash,,
हॉटेल धनगरवाडा,18.6199335,73.7761379,restaurant,,
Open Theatre,18.6042731,73.8538325,theatre,,
CME Rowing Facility,18.6085687,73.835505,,,
ASPN Motors,18.5932492,73.773853,,,
Amruta Ladies hostel,18.6387663,73.7913855,,,
Astha Hospital,18.6392794,73.7911307,hospital,,
Satav pathology Laboratory,18.6366048,73.790488,hospital,,
Chinchwad railway station,18.6394806,73.7915023,,,
Raj Flowers,18.6367243,73.7900266,,,
Raju Fish supplier,18.6361582,73.789149,,,
Fab India experience centre,18.5570748,73.8087698,,,
Cotton village,18.5664566,73.8076123,,,
Kesari,18.5663784,73.8076082,,,
PNG silvostyle,18.5599967,73.8092795,,,
Pooja Ghar,18.5670489,73.807706,,,
Nomad pizza,18.566982,73.8076696,fast_food,,
Sai service bajaj,18.5669339,73.8076567,,,
Angelic designer,18.5668191,73.8076112,,,
Sleepwell,18.5667646,73.807612,,,
Just Casuals,18.5667002,73.8076043,,,
Habib,18.5666302,73.8076069,,,
Kaprimo,18.5675668,73.808027,car_wash,,
स्नॅक्स कॉर्नर,18.5671645,73.8077526,fast_food,,
Anna,18.5226554,73.8419157,restaurant,,
Siddhi Clinic,18.5956929,73.771597,clinic,,
Ganesh medical,18.5957297,73.7716621,pharmacy,,
Backseat Brews,18.5678173,73.9099372,cafe,,
Bags and Baggage,18.5174382,73.8434516,,,
Radiovision Diagnostics,18.5606017,73.8037604,doctors,,
Panchdeep Market,18.5602048,73.8046991,,,
Milawat Free,18.5602117,73.8047869,,,
Pizza express,18.5709701,73.7744022,fast_food,,
बिकानेर मिठाईवाले,18.5577379,73.792928,,,
Ugaoo,18.5577847,73.7928703,,,
Chirp,18.5223189,73.8438225,restaurant,,
"B1, B2",18.5628497,73.7761599,parking_entrance,,
Mataji Traders,18.5608646,73.8045908,,,
Anand Medico,18.5609115,73.8045865,pharmacy,,
Kothari Endoscopy Center,18.561357,73.8045546,doctors,,
Abhijeet Sable Eye Hospital,18.560801,73.8109101,doctors,,
Pebbles,18.5605064,73.8134327,,,
test park,18.5259864,73.8539593,,,
Dr. Shingare's Paralysis & Neurocare Center,18.4521005,73.8204274,clinic,,
Indraprabha Playground,18.6669195,73.7290266,,,
Ichapueti Temple,18.4558156,73.8508474,place_of_worship,,
test cafe,18.525725,73.8535881,cafe,,
test hospital,18.5255793,73.8539506,hospital,,
test rest,18.5255917,73.8540552,restaurant,,
Club house,18.4901227,73.7943893,social_centre,,
Jaihind,18.5601756,73.8089491,,,
Just in Time,18.5606875,73.8063441,,,
Bedekar Mis,18.5148096,73.8499396,restaurant,,
Shree Ambika,18.5613577,73.786551,restaurant,,
Tokyo Bakery,18.5593777,73.7923823,,,
eyesfirst.in,18.5583948,73.7924567,,,
V. R. Wines,18.5586363,73.7921402,,,
Metro Chemist and Fresh Mart,18.5580782,73.7924124,pharmacy,,
Archies,18.5579053,73.7927303,,,
Giridhar,18.5558108,73.7946518,restaurant,,
RBL Bank,18.5548107,73.7998945,bank,,
Aromas Cafe & Bistro,18.5547221,73.8000536,cafe,,
TVS,18.5536212,73.8025662,,,
Anna Idli,18.5528456,73.8032774,restaurant,,
Aman Honda,18.5525981,73.802931,,,
Omkar Ceramics,18.6041972,73.7893897,,,
Show Information,18.633789,73.787399,,,
सृष्टी मेडिकल,18.6020416,73.7702781,pharmacy,,
Simply Desi,18.6021727,73.7702959,,,
Unity Travels,18.5926425,73.7564001,,,
Neeta Bus Wakad Head Office,18.5925639,73.7564039,,,
Spice Court,18.5598886,73.7698585,restaurant,,
Radha Krishna Pure Veg Restaurant,18.5920001,73.7541044,restaurant,,
Ajay Vijay Battery Private Limited,18.5906113,73.7515183,,,
Chouk-Modur,18.5990508,73.7700277,restaurant,,
Vedant Medical,18.589122,73.7416318,pharmacy,,
Prashant Medical and General Stores,18.5894766,73.7412784,pharmacy,,
Rohit Wadewale,18.5910174,73.7391628,fast_food,,
Balaji Super Market,18.579337,73.7434086,,,
Hair Express Men's Parlour,18.5819697,73.7431719,,,
New Lakshmi Supermarket,18.5820143,73.7431718,,,
Grand Regency PG,18.588118,73.7413119,,,
Zolo Highrollers,18.5879042,73.74053,,,
Bhakti PG,18.5850505,73.7401921,,,
Thakur PG,18.5852341,73.7408325,,,
Vohuman Café,18.5325235,73.876734,cafe,,
the cartoon cafe,18.5558914,73.9205188,cafe,,
सुजाता मस्तानी,18.6408458,73.7936134,ice_cream,,
Geeta Pav Bhaji,18.6557384,73.7737416,restaurant,,
रानमळा,18.6314543,73.7702739,restaurant,,
Naadbrahma Idli,18.60462,73.9097482,restaurant,,
Chandan Super Market,18.4746938,73.8125971,,,
Shanti Swaipakghar,18.4745218,73.8134196,restaurant,,
OnePlus Showroom,18.5235266,73.8484647,,,
Porwal Cycles,18.5543458,73.798257,,,
Wiggles MyVet Hospital,18.5543402,73.7981737,veterinary,,
Zolo House of Black Beard,18.5551906,73.7980591,,,
OYO Vys Inn,18.5553113,73.7978999,,,
Kok-pa Chinese,18.5551856,73.7976887,restaurant,,
Blue Dart,18.5557175,73.7953611,post_depot,,
Parag Variety,18.555721,73.7947477,,,
Maaru's Bakers,18.5557278,73.7947271,,,
Log House Restaurant,18.5563089,73.7942893,restaurant,,
Bharat Furnishing,18.5561135,73.7944821,,,
Bombay Creamery,18.5571215,73.7936443,cafe,,
Deli Essentials,18.5576035,73.7937061,,,
Foto Flash Colour Lab,18.5576542,73.7936152,,,
Rangchata Kurti Hub,18.5575361,73.7932947,,,
Goldsmith Jeweller and Money Lender,18.5578726,73.7933493,,,
Need 'n' Care,18.5578844,73.7933101,,,
Utkarsh Small Finance Bank,18.5580413,73.7930797,bank,,
Dry Fruit House,18.5584843,73.7918108,,,
Cantabil,18.5567827,73.7939858,,,
Shoexpress,18.5568139,73.7939613,,,
Desi Aroma,18.5568424,73.7939406,restaurant,,
Brand Tree Apparels and Footwear,18.5911151,73.7463623,,,
Anya Body Spa,18.591349,73.7403046,,,
Passion Fitness,18.5650613,73.8020965,,,
Karolbaug Dawat-E-Mehfil,18.5650949,73.8022997,restaurant,,
Gravity Family Resto Bar,18.603292,73.7457164,restaurant,,
Go colours,18.5957167,73.7697703,,,
Deepak Auto,18.5897594,73.7849526,,,
Dalan decor,18.5926518,73.7595463,,,
Wakad dispensary,18.593367,73.759494,pharmacy,,
Reliance mart,18.5855862,73.7812839,,,
Ashleys Dental Clinic,18.5140085,73.8278727,dentist,,
Infinity,18.5903215,73.7728146,,,
जगदंब,18.5988307,73.7748372,restaurant,,
AU Small Finance Bank,18.6008452,73.7754132,bank,,
Chandradeep,18.5105456,73.79518,,,
Anuj Chemist,18.5104445,73.7951532,pharmacy,,
Kimling,18.5658878,73.8037661,restaurant,,
Sandeep flowers,18.6026516,73.764655,,,
India watch,18.6026961,73.7646584,,,
Ribbons and ballons,18.602617,73.7647614,,,
Kettlebell Gym,18.5092787,73.7941957,,,
Arun Icecreams,18.5097143,73.7947288,ice_cream,,
NTA,18.5975673,73.7894543,,,
माधव पान शॉप,18.5979323,73.7697226,fast_food,,
Pizza Hut Delivery,18.5116954,73.7721609,fast_food,,
Chinese Wok,18.561345,73.7866017,restaurant,,
Vishal Xerox & Stationery Flex Printing & Led Board,18.5639496,73.7773862,,,
Prince Medico,18.5638816,73.7749848,pharmacy,,
Pirangut English Medium School,18.50892,73.690816,school,,
Ritu's Style Lounge,18.5630357,73.7832257,,,
Aishwarya Garden Restaurant,18.7354089,73.6940734,restaurant,,
Vaibhav Beer and Wine Shoppe,18.7345042,73.691346,,,
CDIC,18.599968,73.7634506,dentist,,
Drushti Medical,18.5999333,73.7635897,pharmacy,,
Grosery store,18.5760084,73.8931105,,,
Manish Super Market,18.5108643,73.7902883,,,
ATM,18.5774544,73.8930906,bank,,
Chatrapati Shivaji Maharaj Mandir,18.5100332,73.7969762,place_of_worship,,
Shri Krushnai  Hotel,18.5080757,73.7951174,restaurant,,
Shrinath General Store,18.5098531,73.7974472,,,
D-dent Care Laser and Multi-speciality Dental Clinics,18.5111761,73.8337195,clinic,,
The Harmony Clinic,18.5015689,73.934946,clinic,,
त्रिमूर्ती टायपिंग,18.7427758,73.6355298,,,
पद्मावती देवी देऊळ,18.6829315,73.6568636,place_of_worship,,
The Tipsy Duckling,18.4936921,73.8137206,bar,,
Milan Khanaval,18.4937154,73.8136189,restaurant,,
Prithvi Restaurant,18.4946709,73.8134168,restaurant,,
Jalsa Bar,18.4954344,73.8130805,bar,,
भैरवनाथ दूध डेअरी,18.5753768,73.7090536,,,
मोरया मेडिकल,18.5753209,73.7094992,,,
Annapurna,18.7014162,73.6884978,restaurant,,
Prem's,18.5397672,73.893772,restaurant,,
Hidden Place- The Hang out,18.5396478,73.8870305,bar,,
The Chickster,18.5396127,73.8871907,restaurant,,
Maurya Multi Cuisine Restaurant And Bar,18.5014008,73.834231,restaurant,,
Multi Spice,18.501584,73.8342267,restaurant,,
Vishnuji Ki Rasoi,18.5014314,73.8350764,restaurant,,
YKS Sizzlers,18.509757,73.8343856,,,
Swaad Idli Dosa Center,18.5092991,73.8329304,restaurant,,
Anand Veg,18.509409,73.8331514,restaurant,,
Aroma's Hyderabadi Biryani,18.5095392,73.8335248,restaurant,,
Chow Chow Chinese,18.5095168,73.8335098,restaurant,,
Cafe House of Bamboo - HOB,18.5017834,73.8356043,cafe,,
ROOTS 9 KITCHEN & BAR,18.5000982,73.834688,restaurant,,
Inari Bistro,18.5092734,73.8347789,restaurant,,
Takshashila Restaurant and Bar,18.5079894,73.8349218,bar,,
Westyard Cafe,18.5076728,73.8351372,cafe,,
Shangrila Restaurant,18.5098138,73.8311295,restaurant,,
Sarthi,18.5107454,73.8350543,restaurant,,
Michelin Goodyear Sai Enterprises,18.5607948,73.7877625,,,
KGN Tandoor Express,18.5613475,73.7869155,restaurant,,
Dental Hub,18.5612656,73.7859937,dentist,,
Aditya's Dental Privilege,18.5612258,73.7860129,dentist,,
Blue Dart DHL,18.5613145,73.7859649,post_depot,,
Nailholic Nail Art Studio,18.5617207,73.7859589,,,
Smart Kitchen,18.5617151,73.7860009,,,
Jeet Super Market,18.5617133,73.7860269,,,
Ruby_Hall_Clinic,18.5310981,73.8766421,metroStation,,
NVSX The Premium Computer Store,18.5617127,73.7860366,,,
HRJ Opticals,18.5617095,73.7861075,,,
Sunshine Unisex Salon and Makeup Studio,18.5617117,73.7860712,,,
White Bells Bakers & Cafe,18.5648628,73.7865443,,,
New Mobile Shoppee,18.5643232,73.7809027,,,
अमरजाई देवी,18.6963951,73.7082113,place_of_worship,,
राधाकृष्ण,18.6965821,73.7082211,place_of_worship,,
गणपती,18.6965226,73.7083626,place_of_worship,,
M Fitness Club,18.4429727,73.7808467,,,
Jeevan Uday Multispeciality Hospital,18.4429741,73.7807861,hospital,,
Chitale Express,18.4568398,73.8020993,,,
Cottonking,18.456859,73.8021394,,,
Pandurang Kitchen Applainces,18.4581969,73.8076295,,,
Sanas Sports Wear,18.4568748,73.8022316,,,
Silver Fitness Club,18.4559453,73.8007645,,,
Chul Angan Restaurant,18.4572489,73.8017228,restaurant,,
Atharva Banquet,18.4581896,73.8070216,events_venue,,
Neelkamal Furniture and Interiors,18.458168,73.8075029,,,
Sports Studio,18.4581817,73.8075588,,,
Gayatri Electronics,18.4582037,73.8076867,,,
Tyre Master,18.4582232,73.8077738,,,
#Masala,18.4582332,73.8078492,restaurant,,
समर्थ वडेवाले,18.6143327,73.7775785,fast_food,,
Pride Medico,18.6143284,73.7776405,,,
South Culture,18.6281895,73.7829777,fast_food,,
Mr. DIY,18.6285047,73.783376,,,
